surname,customer_id,country,age,gender,balance,num_products,tenure,credit_card,active_member,credit_score,salary,churn
Chiemenam,15600975,France,54,Female,150005.38,1,4,1,0,556,157015.5,1
Hughes,15690772,Spain,48,Female,0,2,2,1,1,635,136551.25,0
Cattaneo,15565714,France,47,Male,64430.06,2,1,0,1,601,96517.97,0
Davis,15763108,Germany,53,Male,106261.63,1,7,1,0,600,93629.66,1
Nekrasova,15723884,Spain,40,Male,0,2,3,0,0,758,96097.65,0
Loggia,15644453,Germany,41,Female,132670.53,1,4,1,0,606,156476.36,1
Combes,15655464,France,67,Female,0,1,3,0,1,640,42964.63,0
Onwuka,15783883,Germany,38,Female,117314.92,1,1,1,0,753,122021.33,1
Kharlamov,15787693,Spain,38,Male,145874.35,1,3,1,0,559,56311.39,1
Scott,15664793,Spain,50,Female,146777.44,2,7,0,1,754,150685.52,0
Lettiere,15642391,Germany,51,Male,109978.83,1,4,0,0,621,177740.58,1
Osonduagwuike,15756538,France,37,Female,0,1,5,0,1,654,71492.28,0
Wan,15668830,Spain,24,Male,108881.73,1,8,1,0,650,104492.83,0
Donaldson,15796569,Spain,44,Female,0,1,10,0,1,831,47729.33,0
Chukwufumnanya,15677112,France,39,Male,112957.26,2,2,1,0,519,97593.16,0
Ma,15815040,Germany,42,Female,103362.14,1,8,0,1,552,186869.58,1
Alexander,15590434,Spain,41,Male,89015.61,1,4,0,1,577,135227.23,0
Nkemjika,15597536,Spain,45,Male,133618.01,1,5,0,0,576,135244.87,0
Carroll,15723989,France,40,Male,93680.43,2,5,1,1,646,179473.26,0
Obioma,15767358,Germany,45,Female,97486.15,2,1,1,0,711,50610.62,0
Campbell,15594812,Spain,37,Female,137794.18,2,2,0,1,806,75232.02,0
Sims,15688210,France,39,Female,101928.51,1,8,0,0,670,89205.54,0
McKay,15681509,Spain,28,Female,0,2,9,0,1,679,61761.77,0
Huang,15572390,Spain,39,Female,0,2,6,1,0,850,103921.43,0
Campbell,15801441,Germany,35,Female,79585.96,1,2,0,1,670,198802.9,0
Boni,15783859,France,24,Female,161884.99,1,3,1,1,733,9617.24,0
Gorbunova,15575243,France,39,Female,129068.54,2,1,1,1,764,187905.12,0
Genovese,15773421,France,42,Female,0,2,4,1,0,673,121440.8,0
Landor,15788776,Germany,49,Male,132623.76,3,6,1,0,588,36292.94,1
Meng,15765257,Spain,31,Male,121461.87,1,5,1,1,564,20432.09,1
Wardell,15661412,France,32,Male,175307.32,1,8,1,0,715,187051.23,0
Williams,15636478,France,31,Male,136658.61,1,7,1,1,621,148689.13,0
Ofodile,15603683,Spain,23,Female,146584.19,2,3,0,0,796,125445.8,0
Clark,15651868,France,34,Male,0,1,6,0,0,672,22736.06,0
Lo,15815443,Spain,46,Female,131414.76,1,10,1,0,527,54947.51,0
Chukwuemeka,15682686,France,38,Female,0,2,3,0,1,722,167984.72,0
Lai,15697460,Germany,34,Male,99441.21,2,4,0,1,596,4802.27,0
Arcuri,15748432,France,32,Female,0,2,4,1,1,746,72909.75,0
Graham,15698271,France,26,Female,0,2,4,1,0,523,185488.81,0
Krylov,15808662,France,44,Male,0,2,3,1,0,624,88407.51,0
Henry,15690372,Spain,38,Male,181110.13,2,1,1,0,553,184544.59,0
Jamieson,15781875,Spain,33,Male,100476.46,2,3,1,1,850,136539.13,0
Moore,15801473,Germany,33,Male,51949.95,2,2,1,0,599,85045.92,0
Tan,15704509,France,35,Male,121063.49,1,8,0,0,492,85421.48,0
Thornton,15694666,Spain,48,Male,88441.64,1,8,1,1,707,119903.2,1
Macleod,15731166,France,30,Female,127023.39,1,1,1,1,743,138780.89,0
Rizzo,15728523,France,41,Male,144147.68,1,5,1,1,522,14789.9,0
Chukwukadibia,15788442,Spain,57,Female,173306.13,1,2,0,1,681,131964.66,0
Ts'ai,15689781,France,49,Female,0,1,0,0,0,826,178709.98,1
Lu,15764226,Germany,28,Female,106425.75,1,8,1,1,630,20344.84,0
Kent,15809837,Germany,66,Female,135392.31,2,6,1,1,430,172852.06,1
Black,15805212,France,67,Female,0,2,1,0,1,806,103945.58,0
Chukwubuikem,15716082,Spain,39,Male,152685.4,1,6,0,0,703,183656.12,0
McMillan,15643056,Germany,38,Female,82083.52,1,1,0,1,755,10333.78,0
Ngozichukwuka,15654859,Spain,63,Female,131629.17,2,2,1,0,612,122109.58,1
Y?an,15761158,France,54,Female,0,2,7,1,1,719,125041.52,0
Sung,15577515,Germany,55,Female,108477.27,1,0,0,1,554,140003,1
Macartney,15723827,France,30,Male,114779.35,1,4,0,0,683,183171.47,0
Ali,15646594,France,41,Male,57568.94,1,5,1,1,749,61128.29,0
Morley,15712877,Spain,36,Male,0,2,1,1,0,724,52462.25,0
Martin,15598802,Spain,30,Male,0,2,8,0,1,770,50839.85,0
Okorie,15699340,France,37,Male,0,2,4,1,0,680,61240.87,0
Ku,15691150,France,32,Female,110559.46,1,4,1,1,699,127429.56,0
Andreyeva,15608688,France,34,Male,0,2,4,1,0,442,68343.08,0
Cheng,15737998,France,46,Male,0,1,8,0,0,529,126511.94,1
Hsia,15735837,Spain,36,Male,0,2,3,1,1,574,8559.66,0
Lane,15659100,France,33,Male,128152.82,1,9,0,0,605,147822.81,0
Findlay,15609070,Germany,45,Male,120961.5,3,7,1,1,515,39288.11,1
Okonkwo,15650313,Germany,65,Male,129472.33,1,6,1,1,632,85179.48,0
Pirogova,15627699,France,32,Male,105000.23,1,10,1,0,558,190019.61,0
McDonald,15591010,Germany,55,Male,109339.17,2,8,1,0,434,96405.88,1
Okonkwo,15798895,France,59,Female,55328.4,1,6,1,0,525,83342.73,1
Nnanna,15745375,Germany,23,Male,72012.76,1,3,1,0,640,161333.13,0
Ku,15775235,France,36,Female,110480.48,1,6,0,0,690,81292.33,0
Porter,15780088,Spain,34,Male,132439.99,1,9,1,0,607,177747.72,0
Somayina,15649379,France,46,Female,0,2,3,1,1,850,187980.21,0
Mao,15713983,Germany,34,Male,94108.54,2,5,1,0,780,177235.21,0
Fuller,15709252,Germany,28,Female,105173.99,1,10,0,1,616,29835.37,1
Craig,15699238,Spain,40,Female,0,2,8,1,0,618,80204.38,0
Trevisano,15732884,France,29,Male,131959.86,1,7,0,0,676,189268.81,0
Ruiz,15587297,France,33,Male,0,2,7,1,1,507,85411.01,0
Fraser,15684722,France,34,Male,122952.9,2,5,0,0,490,154360.97,0
Gallo,15621244,France,36,Male,107379.68,1,0,1,1,678,84460.18,0
Waterhouse,15744273,Germany,30,Male,122641.56,2,6,1,0,637,65618.01,0
Cremonesi,15682540,France,33,Female,0,2,8,1,1,602,112928.74,0
Feng,15636521,Spain,30,Female,124037.28,1,1,1,1,744,142210.94,0
H?,15785339,France,50,Female,117565.03,2,9,0,0,640,82559.77,0
Jara,15638983,France,38,Female,133189.4,1,5,0,0,684,127388.06,0
Wilson,15654625,Germany,39,Male,120252.02,2,8,1,1,495,10160.23,0
O'Callaghan,15697310,Germany,28,Female,152264.81,1,3,0,0,559,64242.31,0
Robson,15678210,France,38,Male,105069.98,2,5,1,1,684,198355.28,0
Pease,15575438,France,42,Male,115076.06,1,7,1,1,613,79323.61,0
Maclean,15632789,France,30,Male,0,2,8,1,1,794,24113.91,0
Lavrentyev,15621423,France,42,Female,117280.23,3,7,0,0,736,41921.06,1
Rhodes,15573520,Germany,49,Male,110540.43,2,6,0,1,692,107472.99,0
Murphy,15740458,Spain,36,Male,135095.47,1,7,1,0,703,143859.66,0
Alexander,15762799,Germany,23,Male,187861.18,2,0,1,1,720,104120.17,0
Nekrasov,15686885,Germany,44,Male,124655.59,2,3,0,1,777,79792.3,0
Arnold,15565996,France,44,Male,0,2,8,1,1,653,154639.72,0
Trevisan,15662152,France,38,Female,134105.01,1,9,0,0,552,57850.1,0
Mason,15711742,France,34,Female,0,1,4,1,1,708,62868.33,0
Tucker,15701885,France,40,Female,0,2,9,0,1,647,92357.21,0
Hobson,15774262,Germany,52,Male,83693.34,2,8,1,1,597,161083.53,0
Gordon,15567839,France,42,Male,114631.23,1,9,0,1,501,91429.74,0
Anderson,15644400,France,44,Male,128601.98,1,9,1,0,709,117031.2,0
Terry,15797246,Germany,34,Female,91258.52,2,2,1,0,621,44857.4,0
Lappin,15778290,France,70,Male,70416.75,1,8,1,1,799,36483.52,0
Santiago,15708714,France,33,Female,0,2,6,1,0,675,34045.61,0
Wallace,15586183,France,35,Female,0,2,5,1,0,561,59981.62,0
King,15761733,France,42,Female,0,2,10,1,1,707,152944.39,0
Fang,15773934,France,33,Male,88294.6,1,6,1,0,670,66979.06,0
May,15705343,Spain,32,Female,0,1,7,1,0,649,28797.32,0
Travis,15593959,France,28,Male,93577.3,1,1,1,1,524,51670.82,0
Nnachetam,15664615,Germany,30,Female,136650.89,1,5,1,1,689,41865.72,1
Zhdanova,15671014,Spain,72,Female,98765.84,1,8,1,1,573,96015.53,0
Jefferson,15657778,France,33,Male,84309.57,2,1,0,0,657,103914.4,0
Cremonesi,15585192,Spain,39,Male,136258.06,1,10,0,0,686,89199.51,0
Fang,15592914,France,29,Female,0,2,9,1,1,683,48849.89,0
Sinclair,15770995,Germany,47,Female,131160.85,1,1,1,0,753,197444.69,0
Begley,15570990,Spain,30,Female,145222.99,2,4,0,0,520,145160.96,0
Degtyarev,15596165,Germany,25,Male,98141.57,2,4,1,1,547,52309.8,0
Atkins,15788131,France,47,Male,0,1,6,1,0,653,50695.93,1
Ikenna,15800773,Spain,28,Female,102282.61,1,9,1,1,648,157891.11,0
Sun,15690153,France,37,Female,116121.84,2,4,0,1,639,181850.74,0
Lettiere,15638989,France,25,Female,190066.54,1,5,0,0,711,51345.39,1
Smith,15623210,Germany,55,Female,149349.58,3,8,0,0,484,137519.92,1
Finch,15652658,France,36,Male,155176.83,2,1,1,1,721,49653.37,0
Monaldo,15684440,Germany,32,Male,98986.28,1,2,1,1,548,55867.38,0
Ugonna,15730287,France,41,Male,147726.98,3,8,1,0,679,172749.4,1
Chiang,15720353,France,41,Male,0,2,1,1,0,553,90607.31,0
Sun,15767231,France,36,Male,144852.06,1,7,0,0,757,130861.95,0
Blackburn,15761554,France,54,Male,89299.81,1,4,0,0,581,5558.47,1
Chang,15706637,Spain,40,Male,0,2,9,0,0,718,121537.91,0
Palermo,15690492,France,41,Male,97663.16,2,6,1,0,625,57128.78,0
McEwan,15694237,Spain,39,Male,95161.75,1,4,1,0,744,19409.77,0
Davide,15729771,Germany,31,Male,154586.92,1,9,0,1,799,88604.89,1
Chieloka,15609823,Spain,34,Female,127095.14,2,8,0,0,751,479.54,0
Humphreys,15793366,Germany,35,Male,92526.15,2,7,1,1,781,173837.54,0
Cocci,15614813,Germany,46,Female,107362.8,1,0,1,0,777,487.3,0
Hanson,15566495,Spain,24,Female,0,1,2,1,0,704,35600.25,1
Macleod,15707602,France,47,Female,127286.04,2,2,1,1,539,166929.43,1
Ritchie,15635244,France,29,Female,0,2,6,1,1,716,98998.61,0
Nebechukwu,15805627,France,37,Male,0,2,2,1,1,670,54229.74,0
Nnamutaezinwa,15607986,France,40,Male,139930.18,1,10,1,1,555,105720.09,0
Ikemefuna,15799785,Germany,30,Female,77949.69,1,4,1,1,679,121151.46,0
Scott,15699963,France,38,Male,121405.04,1,1,1,1,571,154844.22,0
Chiang,15624595,Spain,35,Female,124580.69,1,5,1,1,512,18785.48,0
Artyomova,15629750,France,35,Male,133087.76,1,5,1,0,697,64771.61,0
Hsieh,15651460,Spain,34,Male,0,1,7,1,1,424,16250.61,0
Levien,15753550,France,43,Female,0,2,7,1,0,684,131093.99,0
Erskine,15594133,Spain,62,Male,0,1,7,1,0,697,129188.18,1
Fiorentino,15772329,Germany,45,Male,103741.14,1,8,1,0,580,47428.73,1
Okonkwo,15591552,France,32,Female,98877.95,1,7,1,0,600,132973.21,0
Monds,15750921,France,37,Male,105843.26,2,5,1,1,521,84908.2,0
Campbell,15701687,Spain,44,Male,77526.66,3,7,0,0,664,57338.56,1
Ibekwe,15728906,France,77,Male,0,2,5,1,1,634,161579.85,0
Marcelo,15670029,France,33,Female,0,2,7,1,0,445,122625.68,0
Castro,15763579,Germany,36,Female,105264.88,2,2,1,1,702,52909.87,0
Capon,15728010,France,37,Male,0,2,5,0,1,485,170226.47,0
Voronova,15663194,Germany,40,Female,110150.43,1,3,1,1,582,191757.65,1
Loggia,15736510,Spain,57,Female,0,3,2,1,0,605,66652.75,1
Law,15745804,France,25,Male,0,2,7,1,1,628,195977.75,0
Grant,15631451,Spain,28,Female,0,2,6,1,1,604,69056.26,0
Greco,15746995,Germany,31,Male,138166.3,1,9,1,0,724,12920.43,0
Dietz,15730673,Germany,40,Male,122265.24,1,7,1,0,567,138552.74,0
Martel,15734649,Spain,55,Female,133295.98,1,0,1,0,779,22832.71,1
Jarvis,15701081,France,36,Male,0,1,2,0,1,785,61811.1,0
Meng,15632503,France,32,Female,148326.09,1,0,1,0,563,191604.27,1
Hay,15585928,Germany,31,Female,68927.57,1,2,1,1,821,25445,0
Voronoff,15648681,France,47,Female,139914.6,4,5,0,1,747,129964.56,1
Trevascus,15747757,Germany,58,Female,118723.11,1,8,0,0,600,6209.51,1
Ho,15718921,Spain,32,Male,106957.28,1,7,1,1,625,134794.02,0
Hansen,15571081,France,41,Female,190238.93,1,7,1,1,773,57549.65,0
Craig,15734578,France,53,Female,113537.73,1,1,0,1,726,28367.21,0
Hall,15579583,Spain,40,Female,101090.27,1,4,1,1,641,51703.09,0
Sun,15622729,France,46,Female,0,2,2,1,1,649,66602.7,0
Durant,15662189,Spain,33,Male,0,1,3,1,1,434,2739.71,0
Jackson,15692718,France,38,Female,0,2,7,0,0,738,69227.42,0
Chigozie,15762716,Spain,60,Female,168920.75,1,10,1,0,762,31445.03,1
Farmer,15724851,Germany,31,Male,111589.67,1,9,1,0,507,150037.19,0
Douglas,15587266,Germany,27,Female,172310.33,1,6,0,1,606,111448.92,0
Ardis,15675926,Germany,34,Male,118028.35,1,7,1,0,655,51226.32,1
Smith,15706268,Germany,51,Male,147910.3,1,1,1,1,697,53581.14,0
Butler,15581871,Germany,42,Male,131287.36,2,7,1,1,504,149697.78,0
Pettry,15666166,France,74,Female,121276.32,1,0,1,1,653,160348.31,0
John,15671582,Spain,38,Male,109869.32,1,6,1,1,660,154641.91,0
Potter,15680901,France,34,Female,97435.85,2,6,1,1,652,104331.76,0
Shaw,15642336,France,42,Female,0,2,9,0,0,669,135630.32,0
Boyle,15653147,France,35,Male,133853.27,1,2,1,1,594,65361.66,0
Elmore,15571284,Germany,32,Male,109528.16,2,0,1,1,756,56176.31,0
Udinesi,15591360,France,33,Female,84607.34,2,4,0,1,642,60059.47,0
Sun,15810485,Germany,37,Male,101438,1,1,0,0,486,51364.56,0
Tuan,15611973,France,55,Male,0,2,7,1,1,804,118752.6,0
Lawrence,15735572,France,59,Male,113657.83,1,9,1,1,629,116848.79,1
Burrows,15567860,Spain,44,Female,189318.16,2,7,1,0,581,45026.23,1
Shao,15795690,France,31,Male,99513.91,1,3,1,1,667,189657.26,0
White,15706464,Spain,35,Male,97585.32,2,4,0,0,667,57213.46,0
Chialuka,15725028,France,29,Male,0,2,3,1,1,679,63687.06,0
Toscano,15751167,France,43,Female,0,2,4,1,1,680,58761.33,0
McKay,15633944,Spain,32,Male,136659.74,1,3,1,1,644,14187.78,0
Voronkov,15672637,France,30,Female,85755.86,1,4,1,0,571,145115.95,0
Sal,15680895,Spain,35,Female,0,1,7,1,0,627,187718.26,0
Ikechukwu,15793825,France,39,Male,0,2,4,1,0,536,27150.35,0
Kruglova,15611318,Spain,33,Male,51690.89,1,4,1,0,599,111622.76,1
Clements,15768474,Spain,34,Male,0,2,3,1,0,744,27244.35,0
Kennedy,15716276,France,34,Female,111669.68,1,2,1,0,709,57029.66,0
Johnson,15623668,Germany,31,Male,154741.45,2,2,0,0,653,25183.01,0
Chung,15696361,Germany,31,Male,125681.51,1,7,0,1,648,129980.93,0
Garland,15607988,Germany,37,Female,155303.71,1,8,1,0,663,118716.63,0
Docherty,15637891,Germany,43,Female,140681.68,1,4,0,1,613,20134.07,0
Nnaife,15789865,France,28,Male,71902.52,1,9,0,1,620,190208.23,0
Lettiere,15627190,France,51,Male,146606.6,1,6,1,1,661,68021.9,0
Sanderson,15788224,Germany,45,Male,123949.75,1,1,0,0,669,110881.56,0
Fomin,15702149,Germany,33,Female,144753.21,1,1,1,1,767,132480.75,0
Wright,15708236,France,72,Female,91285.22,1,6,1,1,491,7032.95,0
Buckley,15568469,France,43,Male,0,2,0,1,0,653,27862.58,0
Pan,15764444,Germany,58,Male,125850.53,2,8,1,1,679,87008.17,0
Manna,15794204,France,28,Male,108116.66,1,7,1,1,687,27411.19,0
Chinwendu,15807546,France,38,Female,0,2,2,1,1,837,46395.21,0
Ndubuagha,15782159,France,28,Male,67639.56,2,8,1,1,850,194245.29,0
White,15618703,Spain,53,Female,150200.23,1,6,0,1,663,151317.27,1
Hale,15793317,Spain,22,Female,141287.15,1,7,1,0,547,118142.79,0
Ross,15740487,France,41,Female,0,3,6,1,1,627,138700.75,1
Ikenna,15722479,France,37,Male,0,2,1,0,1,707,6035.51,0
Nkemdilim,15688264,France,43,Female,0,2,0,1,1,629,41263.69,0
McMillan,15583067,France,36,Female,97157.96,1,4,0,1,687,63185.05,0
Duke,15686670,France,36,Female,0,2,2,1,0,588,92536,1
Bradbury,15593345,Germany,33,Female,125241.17,2,6,1,1,502,158736.07,0
Bayley,15811690,Germany,54,Male,128966.13,1,2,0,0,793,18633.4,1
Bartlett,15734008,Germany,59,Male,152581.06,1,5,1,0,727,71830.1,1
Cremin,15771856,Spain,32,Female,0,2,1,1,0,632,19525.65,0
Gilchrist,15762045,Germany,37,Female,142688.57,2,5,1,1,474,110953.33,0
Shih,15778142,Germany,31,Female,130089.56,2,1,1,1,850,4466.21,0
Fitzpatrick,15689268,France,36,Male,0,1,9,1,1,584,105818.51,0
Pagan,15721507,France,32,Female,117094.02,1,1,0,0,713,149558.83,1
Hendrick,15750476,Spain,24,Male,0,2,8,1,0,742,4070.28,0
Sanderson,15810723,France,39,Female,0,3,10,1,0,607,132741.13,1
Samsonova,15787229,Spain,34,Female,0,2,2,1,0,761,61251.25,0
Azubuike,15570508,France,49,Male,90218.9,1,7,1,0,600,91347.76,0
Pan,15617065,Spain,42,Male,194532.66,1,4,1,0,650,171045.31,1
Massie,15689786,Germany,56,Male,169743.83,1,1,0,0,850,155850.4,1
Sandover,15648876,France,34,Female,0,1,5,1,0,501,27380.99,0
Craig,15802106,France,34,Male,155973.88,1,8,1,0,418,154208.96,0
Onwudiwe,15773869,Spain,59,Male,129321.44,1,4,1,1,797,93624.55,0
Chu,15711635,Germany,42,Female,138650.49,2,6,1,0,788,64746.07,0
Zetticci,15795527,Spain,43,Male,136487.86,2,2,1,0,699,82815.93,0
Vaguine,15759133,France,18,Male,0,2,6,1,1,616,27308.58,0
Owen,15679394,France,41,Female,38617.2,1,4,1,1,651,104876.8,0
Hurst,15801072,France,28,Female,0,2,7,1,0,654,151316.37,0
Harding,15646082,France,34,Female,82909.14,1,8,1,0,676,91817.38,1
Smith,15796111,Germany,54,Female,145151.4,1,8,0,1,708,125311.17,1
Moore,15670646,Spain,42,Female,147187.84,1,0,1,1,499,14868.94,1
Bradley,15578722,France,39,Male,0,2,4,1,0,689,196112.45,0
Burfitt,15815095,Spain,54,Male,108185.81,2,7,0,0,850,24093.4,1
Mackenzie,15730360,France,30,Male,0,2,4,1,1,502,66263.87,0
Milanesi,15763194,France,34,Male,0,2,7,0,1,643,100304.13,0
Shubin,15720725,France,28,Male,0,2,2,1,0,762,167909.52,0
Nieves,15567834,France,49,Male,105918.1,1,5,1,1,719,16246.59,0
Martin,15720644,France,27,Male,0,2,6,1,0,789,103603.65,0
Jen,15811742,Spain,42,Male,0,2,7,1,0,553,7680.23,0
Woods,15813363,Spain,25,Male,0,2,2,0,0,448,95215.73,0
Docherty,15717629,Germany,42,Male,59972.26,2,6,0,1,632,148172.94,0
Lin,15713160,Spain,25,Male,157228.61,2,7,1,0,669,124382.9,0
Cheng,15568878,Spain,34,Male,0,2,5,1,0,654,159311.46,0
Korovina,15809800,France,38,Female,0,2,4,0,0,726,6787.48,0
Macdonald,15736420,France,21,Male,210433.08,2,4,0,1,596,197297.77,1
Hardy,15757933,Germany,30,Female,102452.71,1,1,1,0,733,21556.95,0
Shaw,15623072,Spain,35,Female,0,2,5,1,0,529,56518,0
Knight,15683993,France,37,Female,142987.46,2,8,1,0,493,158840.99,0
Bruny,15570947,Spain,29,Female,143330.56,2,7,1,1,615,126396.01,0
Ikedinachukwu,15797767,France,49,Female,0,1,6,0,1,600,148087.88,1
Moran,15731989,France,36,Male,120165.4,2,4,1,0,666,33701.5,0
Macleod,15591035,Spain,54,Male,0,1,6,0,1,644,84622.37,0
Yin,15586479,France,36,Female,0,1,4,1,0,692,185580.89,1
Felix,15605872,France,73,Male,66573.17,1,6,1,1,707,62768.8,0
Rippey,15666012,France,40,Male,102833.46,2,4,1,1,603,38829.11,0
Mishina,15641733,France,34,Female,164757.56,1,5,1,0,671,110748.88,0
Graham,15593178,Spain,36,Female,153610.61,1,10,1,1,568,54083.8,1
Johnston,15649183,Spain,35,Female,0,3,8,0,1,598,88658.73,0
Korovin,15736399,Spain,42,Male,0,2,10,1,0,606,177938.52,0
Lei,15751137,Germany,36,Female,169025.83,1,3,1,0,850,174235.06,0
Chimaijem,15757188,Spain,26,Female,153455.72,2,4,1,1,644,82696.84,0
Scott,15726167,France,37,Male,0,2,4,1,1,655,142415.97,0
Grant,15624850,France,30,Male,153972.89,2,10,1,0,850,62811.03,0
McIntyre,15717700,Spain,34,Male,114609.55,2,9,0,1,683,25339.29,0
Griffin,15716347,Germany,37,Male,143625.83,2,7,0,1,663,176487.05,0
Converse,15696287,Germany,38,Female,116520.28,1,1,1,1,682,49833.5,1
Ch'ang,15638871,France,77,Male,80926.02,2,6,1,1,639,55829.25,0
Coates,15765093,France,23,Male,166594.78,1,6,1,1,704,155823.2,0
Reid,15592999,France,40,Female,115465.98,1,0,1,1,691,60622.61,0
Ts'ui,15641715,France,34,Male,0,2,8,1,1,599,174196.68,0
Belstead,15607746,France,36,Female,0,1,1,1,1,573,56905.38,0
Dickinson,15625311,Germany,41,Female,92618.62,1,7,1,1,589,101178.85,0
Nwora,15573077,Germany,25,Female,141825.88,1,8,1,1,620,73857.94,1
Bishop,15735106,Spain,28,Male,149594.02,2,6,1,0,647,102325.19,0
Loggia,15672912,Spain,39,Female,130051.66,2,7,0,0,737,55356.39,1
Rowe,15589881,France,41,Female,0,2,7,1,1,634,131284.93,0
Balashov,15660144,France,38,Male,0,2,4,0,0,660,88080.43,0
Ulyanova,15664083,Germany,37,Female,158468.76,1,2,0,1,666,93266.01,0
Bogolyubova,15690898,France,44,Male,161889.79,1,8,0,0,696,75562.47,0
Remington,15808023,France,29,Female,133681.78,1,9,1,1,836,153747.73,0
Mishin,15676909,Spain,34,Female,0,2,5,1,0,667,163830.64,0
Tu,15764922,Spain,20,Male,187294.46,1,3,1,0,596,103456.47,0
Castiglione,15766734,France,31,Male,0,1,5,1,0,430,95655.16,0
Nnaife,15795079,Spain,67,Male,0,2,6,1,1,596,138350.74,0
Yang,15757434,France,28,Male,119706.22,1,7,0,0,599,31190.42,0
Ayers,15673747,France,22,Female,0,1,8,0,1,519,167553.06,0
Cocci,15808386,Germany,45,Female,138523.2,1,7,0,0,721,59604.45,1
Mackenzie,15603565,Spain,56,Female,90778.76,2,5,1,0,603,162223.67,1
Fiorentini,15744044,Germany,47,Male,99353.42,1,4,1,0,572,196549.85,1
Akabueze,15577771,Germany,40,Female,111524.49,1,1,1,1,453,120373.84,1
Hyde,15769548,France,37,Female,128645.67,1,7,1,0,668,92149.64,0
Levi,15802071,Germany,35,Male,117458.51,1,1,0,1,762,178361.48,1
Nwabugwu,15677395,France,39,Female,129189.15,2,9,0,0,633,170998.83,0
Chia,15632010,Spain,33,Male,121260.19,2,7,1,0,647,77216.48,0
Trevisano,15779492,Spain,56,Male,94231.13,1,6,0,0,796,121164.6,1
Bennetts,15694677,France,39,Male,0,2,1,1,1,733,141841.31,0
Teng,15704315,France,34,Male,163757.06,1,8,1,1,556,104000.06,0
Hsueh,15742009,Spain,58,Male,0,2,4,1,1,489,191419.32,0
Mahmood,15766663,France,22,Male,0,2,4,1,0,639,28188.96,0
Sinclair,15742297,France,35,Male,141005.47,1,2,1,1,715,60407.93,0
Chin,15688059,Germany,42,Female,105356.09,2,9,1,1,807,130489.37,0
She,15752344,Spain,34,Male,0,2,5,1,0,714,193040.32,0
He,15698749,Germany,23,Female,85897.95,1,6,1,0,626,109742.8,0
Hill,15631693,France,36,Male,0,2,7,1,1,697,74760.32,0
Vachon,15604536,Germany,31,Female,164672.66,1,4,0,1,850,61936.1,0
Ball,15802869,Germany,45,Female,99169.67,2,2,1,1,737,78650.95,0
Hsieh,15635598,France,29,Male,0,2,6,0,0,812,168023.6,0
Baker,15592326,France,36,Male,0,2,8,0,1,583,5571.59,0
Monaldo,15736533,Germany,37,Female,124053.03,1,5,1,0,730,118591.67,0
Lucchesi,15647191,France,36,Male,0,2,4,1,0,677,7824.31,0
Hamilton,15622507,Germany,40,Female,103499.09,2,3,0,0,748,38153.19,0
Kuo,15765487,Germany,38,Female,151766.71,1,9,1,1,753,180829.99,0
Fan,15646521,Spain,36,Female,0,1,1,1,1,634,143960.72,0
Wright,15746258,France,29,Male,101486.96,1,7,1,1,622,8788.35,0
Milano,15692430,Germany,36,Male,123601.56,2,2,1,0,699,103557.85,0
Wall,15625501,Germany,38,Male,127201.58,1,1,1,0,570,147168.28,1
Chidumaga,15640521,Germany,33,Male,144962.74,1,3,1,0,552,58844.84,1
Olisaemeka,15790630,France,48,Female,0,1,4,0,0,619,18094.96,1
Kovalyova,15664720,Spain,33,Male,122017.19,1,8,0,0,714,162515.17,0
Onio,15750055,Spain,32,Male,100262.88,2,9,1,1,503,157921.25,0
Hill,15644878,Spain,43,Female,117302.62,1,6,0,0,685,68701.73,0
Okeke,15754578,France,35,Female,135984.15,2,0,1,0,606,186778.89,0
Upjohn,15705379,France,38,Male,0,2,3,1,0,678,66561.6,0
H?,15761047,Germany,31,Male,160997.54,2,2,0,1,724,64831.36,0
Marcus,15671293,Germany,37,Female,128389.63,1,2,1,1,779,6589.16,1
Yobachukwu,15687527,Spain,35,Male,0,2,1,1,0,638,165370.66,0
Russell,15647898,Spain,50,Female,130554.51,3,5,1,0,610,184758.17,1
Hovell,15671534,Germany,57,Female,90212,1,6,1,0,646,13911.27,1
Chukwumaobim,15591248,France,29,Female,71996.29,1,9,1,1,628,34857.46,0
Boyle,15676156,France,32,Female,85615.66,2,4,1,0,528,156192.43,0
Scott,15812918,France,27,Female,62339.81,2,6,0,0,432,53874.67,0
Johnstone,15604130,Spain,47,Female,142319.03,1,6,0,0,622,100183.05,0
Alvares,15700549,France,54,Male,0,2,5,1,1,721,4493.12,0
McDavid,15715519,Spain,36,Male,0,2,5,1,0,614,130610.78,0
Dellucci,15707042,France,24,Female,87413.19,1,2,1,0,634,63340.65,0
Brothers,15605276,France,29,Female,0,2,4,1,1,742,180066.59,0
Sanders,15630592,France,45,Female,0,1,4,1,0,516,95273.73,1
Morrison,15636626,France,35,Male,97560.16,1,3,1,1,718,53511.74,0
Molle,15740411,Germany,30,Male,141787.31,2,8,1,1,636,109685.61,0
Genovese,15593834,Spain,36,Male,129934.64,1,7,0,0,691,75664.56,1
Zetticci,15804235,France,37,Female,166178.02,2,2,1,1,698,71972.95,0
Hsueh,15679801,Spain,39,Female,163097.55,2,5,1,1,712,23702.42,0
Alexander,15673907,France,20,Male,0,2,8,0,0,659,112572.02,0
Muravyova,15636562,Spain,44,Male,0,2,8,0,0,573,62424.46,0
